,motorspeed,Šp‘¬“x,,,,,,motorSpeed,,,,,,,Šp‘¬“x
39236,5,-36.89289023,,,11765,,0,0,,,,,,39236,-36.89289023
39244,4,-18.22899415,,,11780,,0,0,,,,,,39244,-18.22899415
39251,4,-13.04360643,,,11801,,0,1,,,,,,39251,-13.04360643
39257,1,-13.04360643,,,13768,,0,0,,,,,,39257,-13.04360643
39264,-1,-1.630450804,,,13789,,0,0,,,,,,39264,-1.630450804
39272,-2,1.630450804,,,13811,,0,5,,,,,,39272,1.630450804
39282,-2,4.611611278,,,16602,,0,-66,,,,,,39282,4.611611278
39296,0,4.611611278,,,17797,,0,-5,,,,,,39296,4.611611278
39303,9,0,,,18236,,0,-35,,,,,,39303,0
39310,14,-44.0221717,,,21576,,0,-7,,,,,,39310,-44.0221717
39317,22,-85.4082361,,,21972,,0,35,,,,,,39317,-85.4082361
39326,22,-168.2448272,,,22465,,0,-4,,,,,,39326,-168.2448272
39332,24,-168.2448272,,,23057,,0,-5,,,,,,39332,-168.2448272
39339,21,-191.7010809,,,23163,,0,1,,,,,,39339,-191.7010809
39357,17,-156.9049487,,,23404,,0,4,,,,,,39357,-156.9049487
39364,4,-114.282855,,,23477,,0,-4,,,,,,39364,-114.282855
39374,-5,-13.04360643,,,23649,,0,0,,,,,,39374,-13.04360643
39382,-18,18.22899415,,,23655,,0,1,,,,,,39382,18.22899415
39390,-25,124.5135045,,,23686,,0,-2,,,,,,39390,124.5135045
39397,-31,203.8063504,,,23858,,0,4,,,,,,39397,203.8063504
39405,-36,281.4169423,,,24119,,0,78,,,,,,39405,281.4169423
39431,-27,352.1773736,,,25039,,0,9,,,,,,39431,352.1773736
39444,2,228.7459141,,,25323,,0,19,,,,,,39444,228.7459141
39455,46,-4.611611278,,,26186,,0,2,,,,,,39455,-4.611611278
39464,63,-508.6797471,,,26369,,0,-2,,,,,,39464,-508.6797471
39472,61,-815.3020293,,,27101,,0,11,,,,,,39472,-815.3020293
39487,52,-776.7878994,,,27212,,0,-18,,,,,,39487,-776.7878994
39494,38,-611.3820933,,,29482,,0,-132,,,,,,39494,-611.3820933
39502,69,-381.929403,,,31044,,0,1,,,,,,39502,-381.929403
39510,115,-934.5043671,,,31354,,0,0,,,,,,39510,-934.5043671
39517,152,-2010.73325,,,31360,,0,4,,,,,,39517,-2010.73325
39525,183,-3055.435224,,,31447,,0,1,,,,,,39525,-3055.435224
39533,176,-4036.308326,,,31617,,0,4,,,,,,39533,-4036.308326
39548,152,-3806.945862,,,31995,,0,1,,,,,,39548,-3806.945862
39556,90,-3055.435224,,,32071,,0,0,,,,,,39556,-3055.435224
39564,62,-1392.103301,,,32079,,0,-1,,,,,,39564,-1392.103301
39572,52,-795.9673128,,,32104,,0,-1,,,,,,39572,-795.9673128
39579,54,-611.3820933,,,33447,,0,5,,,,,,39579,-611.3820933
39587,48,-646.9911481,,,33743,,0,-1,,,,,,39587,-646.9911481
39595,17,-542.2125371,,,37817,,0,2,,,,,,39595,-542.2125371
39607,-25,-114.282855,,,37865,,0,-4,,,,,,39607,-114.282855
39616,-68,203.8063504,,,37916,,0,-2,,,,,,39616,203.8063504
39623,-83,914.2628397,,,37952,,0,2,,,,,,39623,914.2628397
39630,-93,1232.891441,,,37983,,0,0,,,,,,39630,1232.891441
39638,-88,1462.285326,,,37988,,0,0,,,,,,39638,1462.285326
39645,-81,1345.958617,,,37993,,0,0,,,,,,39645,1345.958617
39653,-85,1188.598636,,,37998,,0,1,,,,,,39653,1188.598636
39668,-78,1277.721162,,,38529,,0,1,,,,,,39668,1277.721162
39677,-76,1123.180625,,,38924,,0,1,,,,,,39677,1123.180625
39684,-68,1080.259483,,,38978,,0,0,,,,,,39684,1080.259483
39692,-72,914.2628397,,,38982,,0,1,,,,,,39692,914.2628397
39700,-95,996.1080361,,,39130,,0,-2,,,,,,39700,996.1080361
39708,-75,1509.708524,,,39182,,0,8,,,,,,39708,1509.708524
39715,-56,1059.008862,,,39303,,0,9,,,,,,39715,1059.008862
39728,8,683.2658888,,,40412,,0,-21,,,,,,39728,683.2658888
39737,52,-36.89289023,,,40521,,0,-9,,,,,,39737,-36.89289023
39744,113,-611.3820933,,,41574,,0,1,,,,,,39744,-611.3820933
39751,164,-1958.508065,,,41720,,0,4,,,,,,39751,-1958.508065
39759,203,-3424.313131,,,41753,,0,5,,,,,,39759,-3424.313131
39769,233,-4715.760669,,,41851,,0,0,,,,,,39769,-4715.760669
39786,250,-5798.846071,,,41856,,0,-1,,,,,,39786,-5798.846071
39794,231,-6444.92269,,,41911,,0,1,,,,,,39794,-6444.92269
39802,234,-5724.343269,,,41961,,0,1,,,,,,39802,-5724.343269
39810,258,-5836.217725,,,42110,,0,2,,,,,,39810,-5836.217725
39817,321,-6756.740786,,,42133,,0,-18,,,,,,39817,-6756.740786
39824,399,-9377.028754,,,43649,,0,-22,,,,,,39824,-9377.028754
39832,440,-12994.72349,,,44319,,0,-4,,,,,,39832,-12994.72349
39847,345,-15048.27482,,,45128,,0,0,,,,,,39847,-15048.27482
39855,116,-10448.07645,,,45133,,0,-8,,,,,,39855,-10448.07645
39865,126,-2037.017139,,,45546,,0,1,,,,,,39865,-2037.017139
39872,152,-2306.022375,,,45683,,0,-1,,,,,,39872,-2306.022375
39880,126,-3055.435224,,,46052,,0,5,,,,,,39880,-3055.435224
39887,85,-2306.022375,,,47121,,0,7,,,,,,39887,-2306.022375
39894,63,-1277.721162,,,48208,,0,5,,,,,,39894,-1277.721162
39906,36,-815.3020293,,,48287,,0,-4,,,,,,39906,-815.3020293
39916,29,-352.1773736,,,48426,,0,-1,,,,,,39916,-352.1773736
39923,27,-254.6271423,,,48560,,0,-2,,,,,,39923,-254.6271423
39931,14,-228.7459141,,,48753,,0,0,,,,,,39931,-228.7459141
39939,-5,-85.4082361,,,48757,,0,1,,,,,,39939,-85.4082361
39950,-22,18.22899415,,,48967,,0,0,,,,,,39950,18.22899415
39966,-56,168.2448272,,,48972,,0,2,,,,,,39966,168.2448272
39974,-73,683.2658888,,,50811,,0,63,,,,,,39974,683.2658888
39982,-100,1016.932177,,,51208,,0,-2,,,,,,39982,1016.932177
39989,-109,1630.450804,,,52221,,0,1,,,,,,39989,1630.450804
39996,-115,1855.442269,,,52243,,0,0,,,,,,39996,1855.442269
40004,-142,2010.73325,,,52249,,0,-1,,,,,,40004,2010.73325
40012,-157,2758.92704,,,52299,,0,4,,,,,,40012,2758.92704
40027,-198,3207.429932,,,52393,,0,-2,,,,,,40027,3207.429932
40034,-244,4542.610334,,,52518,,0,0,,,,,,40034,4542.610334
40044,-339,6214.303196,,,52523,,0,-1,,,,,,40044,6214.303196
40053,-440,10176.70643,,,52538,,0,1,,,,,,40053,10176.70643
40060,-440,15048.27482,,,52553,,0,0,,,,,,40060,15048.27482
40067,-440,15048.27482,,,52566,,0,0,,,,,,40067,15048.27482
40073,-440,15048.27482,,,52571,,0,-1,,,,,,40073,15048.27482
40086,-440,15048.27482,,,52671,,0,-4,,,,,,40086,15048.27482
40092,-426,15048.27482,,,52779,,0,1,,,,,,40092,15048.27482
40100,-345,14335.80542,,,52806,,0,1,,,,,,40100,14335.80542
40108,-258,10448.07645,,,53926,,0,12,,,,,,40108,10448.07645
40115,-162,6756.740786,,,11438,,1.630450804,-4,,,,,,40115,6756.740786
40123,-63,3361.864622,,,11528,,1.630450804,-1,,,,,,40123,3361.864622
40133,-8,815.3020293,,,11542,,1.630450804,-1,,,,,,40133,815.3020293
40146,-4,36.89289023,,,11560,,1.630450804,-1,,,,,,40146,36.89289023
40153,-35,13.04360643,,,11589,,1.630450804,-1,,,,,,40153,13.04360643
40161,-68,337.6056963,,,11617,,1.630450804,-1,,,,,,40161,337.6056963
40169,-88,914.2628397,,,11629,,1.630450804,-1,,,,,,40169,914.2628397
40177,-92,1345.958617,,,11643,,1.630450804,-1,,,,,,40177,1345.958617
40184,-66,1438.763594,,,11657,,1.630450804,0,,,,,,40184,1438.763594
40191,-14,874.2257664,,,11720,,1.630450804,0,,,,,,40191,874.2257664
40207,62,85.4082361,,,11932,,1.630450804,-2,,,,,,40207,85.4082361
40215,162,-795.9673128,,,12044,,1.630450804,1,,,,,,40215,-795.9673128
40225,174,-3361.864622,,,12143,,1.630450804,-2,,,,,,40225,-3361.864622
40233,159,-3742.23944,,,12257,,1.630450804,1,,,,,,40233,-3742.23944
40241,139,-3268.913176,,,14283,,1.630450804,-8,,,,,,40241,-3268.913176
40249,123,-2671.959675,,,15877,,1.630450804,17,,,,,,40249,-2671.959675
40266,95,-2224.156621,,,18890,,1.630450804,-7,,,,,,40266,-2224.156621
40274,150,-1509.708524,,,19565,,1.630450804,17,,,,,,40274,-1509.708524
40281,177,-2995.32939,,,21540,,1.630450804,1,,,,,,40281,-2995.32939
40288,217,-3839.437468,,,22089,,1.630450804,-18,,,,,,40288,-3839.437468
40296,260,-5211.914707,,,22147,,1.630450804,17,,,,,,40296,-5211.914707
40304,279,-6835.459604,,,22288,,1.630450804,-5,,,,,,40304,-6835.459604
40315,261,-7598.257441,,,22784,,1.630450804,9,,,,,,40315,-7598.257441
40327,210,-6874.932843,,,23396,,1.630450804,0,,,,,,40327,-6874.932843
40336,150,-4961.770141,,,23757,,1.630450804,-1,,,,,,40336,-4961.770141
40343,75,-2995.32939,,,23766,,1.630450804,-4,,,,,,40343,-2995.32939
40351,59,-1059.008862,,,23801,,1.630450804,1,,,,,,40351,-1059.008862
40358,44,-738.9000851,,,26030,,1.630450804,-2,,,,,,40358,-738.9000851
40365,45,-475.8682328,,,26762,,1.630450804,-1,,,,,,40365,-475.8682328
40372,42,-492.1828421,,,26780,,1.630450804,1,,,,,,40372,-492.1828421
40386,34,-443.7942129,,,26820,,1.630450804,-1,,,,,,40386,-443.7942129
40394,19,-323.2407269,,,26838,,1.630450804,-7,,,,,,40394,-323.2407269
40404,0,-135.0324354,,,29888,,1.630450804,14,,,,,,40404,-135.0324354
40412,-21,0,,,29937,,1.630450804,-9,,,,,,40412,0
40420,-28,156.9049487,,,30740,,1.630450804,-1,,,,,,40420,156.9049487
40428,-79,241.5709717,,,30748,,1.630450804,1,,,,,,40428,241.5709717
40435,-139,1144.849335,,,30795,,1.630450804,-7,,,,,,40435,1144.849335
40447,-189,2671.959675,,,30985,,1.630450804,-2,,,,,,40447,2671.959675
40454,-200,4236.433615,,,31002,,1.630450804,-1,,,,,,40454,4236.433615
40461,-201,4611.611278,,,31017,,1.630450804,-2,,,,,,40461,4611.611278
40469,-177,4646.241561,,,31037,,1.630450804,0,,,,,,40469,4646.241561
40477,-129,3839.437468,,,31094,,1.630450804,-1,,,,,,40477,3839.437468
40484,-99,2388.868614,,,31102,,1.630450804,-2,,,,,,40484,2388.868614
40495,-71,1606.055286,,,31120,,1.630450804,-1,,,,,,40495,1606.055286
40507,-27,975.4280094,,,31137,,1.630450804,-1,,,,,,40507,975.4280094
40514,0,228.7459141,,,31144,,1.630450804,2,,,,,,40514,228.7459141
40521,-9,0,,,31575,,1.630450804,-2,,,,,,40521,0
40528,-7,44.0221717,,,31593,,1.630450804,-1,,,,,,40528,44.0221717
40537,-12,30.19637146,,,31604,,1.630450804,0,,,,,,40537,30.19637146
40544,-27,67.77656714,,,31828,,1.630450804,-7,,,,,,40544,67.77656714
40552,-34,228.7459141,,,32024,,1.630450804,-2,,,,,,40552,228.7459141
40567,-55,323.2407269,,,32096,,1.630450804,0,,,,,,40567,323.2407269
40574,-72,665.046073,,,32112,,1.630450804,-2,,,,,,40574,665.046073
40584,-76,996.1080361,,,33186,,1.630450804,-1,,,,,,40584,996.1080361
40592,-73,1080.259483,,,33194,,1.630450804,4,,,,,,40592,1080.259483
40599,-76,1016.932177,,,33505,,1.630450804,-18,,,,,,40599,1016.932177
40607,-73,1080.259483,,,33751,,1.630450804,-2,,,,,,40607,1080.259483
40614,-68,1016.932177,,,34298,,1.630450804,14,,,,,,40614,1016.932177
40627,-61,914.2628397,,,37497,,1.630450804,17,,,,,,40627,914.2628397
40634,-68,776.7878994,,,37903,,1.630450804,0,,,,,,40634,776.7878994
40642,-75,914.2628397,,,37931,,1.630450804,1,,,,,,40642,914.2628397
40649,-72,1059.008862,,,38306,,1.630450804,-1,,,,,,40649,1059.008862
40657,-76,996.1080361,,,38312,,1.630450804,-1,,,,,,40657,996.1080361
40664,-71,1080.259483,,,38318,,1.630450804,-2,,,,,,40664,1080.259483
40674,-68,975.4280094,,,38473,,1.630450804,-2,,,,,,40674,975.4280094
40687,-52,914.2628397,,,38487,,1.630450804,-1,,,,,,40687,914.2628397
40695,-42,611.3820933,,,38493,,1.630450804,-1,,,,,,40695,611.3820933
40702,-7,443.7942129,,,38501,,1.630450804,-1,,,,,,40702,443.7942129
40710,8,30.19637146,,,38516,,1.630450804,-1,,,,,,40710,30.19637146
40719,35,-36.89289023,,,38523,,1.630450804,0,,,,,,40719,-36.89289023
40726,49,-337.6056963,,,38719,,1.630450804,-2,,,,,,40726,-337.6056963
40735,49,-559.2446256,,,38779,,1.630450804,-2,,,,,,40735,-559.2446256
40746,58,-559.2446256,,,38800,,1.630450804,1,,,,,,40746,-559.2446256
40754,44,-720.194316,,,38847,,1.630450804,-2,,,,,,40754,-720.194316
40761,31,-475.8682328,,,38862,,1.630450804,1,,,,,,40761,-475.8682328
40769,19,-281.4169423,,,38917,,1.630450804,0,,,,,,40769,-281.4169423
40777,8,-135.0324354,,,39272,,1.630450804,-2,,,,,,40777,-135.0324354
40784,4,-36.89289023,,,41145,,1.630450804,-4,,,,,,40784,-36.89289023
40795,14,-13.04360643,,,41273,,1.630450804,1,,,,,,40795,-13.04360643
40808,27,-85.4082361,,,41334,,1.630450804,-5,,,,,,40808,-85.4082361
40815,38,-228.7459141,,,41665,,1.630450804,1,,,,,,40815,-228.7459141
40823,27,-381.929403,,,41680,,1.630450804,-2,,,,,,40823,-381.929403
40831,36,-228.7459141,,,41862,,1.630450804,-2,,,,,,40831,-228.7459141
40838,19,-352.1773736,,,41905,,1.630450804,0,,,,,,40838,-352.1773736
40846,14,-135.0324354,,,42246,,1.630450804,21,,,,,,40846,-135.0324354
40853,2,-85.4082361,,,42820,,1.630450804,5,,,,,,40853,-85.4082361
40867,-8,-4.611611278,,,45031,,1.630450804,1,,,,,,40867,-4.611611278
40875,-17,36.89289023,,,45274,,1.630450804,-2,,,,,,40875,36.89289023
40885,-36,114.282855,,,45295,,1.630450804,-2,,,,,,40885,114.282855
40893,-56,352.1773736,,,45317,,1.630450804,-2,,,,,,40893,352.1773736
40900,-69,683.2658888,,,45400,,1.630450804,-1,,,,,,40900,683.2658888
40908,-85,934.5043671,,,45408,,1.630450804,-1,,,,,,40908,934.5043671
40915,-92,1277.721162,,,45415,,1.630450804,1,,,,,,40915,1277.721162
40927,-99,1438.763594,,,45570,,1.630450804,-4,,,,,,40927,1438.763594
40936,-92,1606.055286,,,45691,,1.630450804,-2,,,,,,40936,1606.055286
40943,-85,1438.763594,,,45854,,1.630450804,14,,,,,,40943,1438.763594
40950,-71,1277.721162,,,46671,,1.630450804,4,,,,,,40950,1277.721162
40957,-54,975.4280094,,,48274,,1.630450804,-1,,,,,,40957,975.4280094
40965,-35,646.9911481,,,48281,,1.630450804,0,,,,,,40965,646.9911481
40973,-11,337.6056963,,,48414,,1.630450804,0,,,,,,40973,337.6056963
40988,9,59.4835291,,,48433,,1.630450804,1,,,,,,40988,59.4835291
40997,35,-44.0221717,,,48592,,1.630450804,-5,,,,,,40997,-44.0221717
41005,27,-337.6056963,,,48747,,1.630450804,0,,,,,,41005,-337.6056963
41012,14,-228.7459141,,,49179,,1.630450804,-4,,,,,,41012,-228.7459141
41020,8,-85.4082361,,,49304,,1.630450804,-11,,,,,,41020,-85.4082361
41028,5,-36.89289023,,,50568,,1.630450804,-12,,,,,,41028,-36.89289023
41046,14,-18.22899415,,,51407,,1.630450804,-73,,,,,,41046,-18.22899415
41054,34,-85.4082361,,,51802,,1.630450804,-12,,,,,,41054,-85.4082361
41063,32,-323.2407269,,,52259,,1.630450804,1,,,,,,41063,-323.2407269
41072,28,-295.1431218,,,52293,,1.630450804,0,,,,,,41072,-295.1431218
41080,25,-241.5709717,,,52484,,1.630450804,-2,,,,,,41080,-241.5709717
41088,31,-203.8063504,,,52506,,1.630450804,-1,,,,,,41088,-203.8063504
41095,29,-281.4169423,,,52512,,1.630450804,0,,,,,,41095,-281.4169423
41106,21,-254.6271423,,,52530,,1.630450804,0,,,,,,41106,-254.6271423
41114,14,-156.9049487,,,52578,,1.630450804,-1,,,,,,41114,-156.9049487
41122,8,-85.4082361,,,52584,,1.630450804,-1,,,,,,41122,-85.4082361
41129,7,-36.89289023,,,52591,,1.630450804,-2,,,,,,41129,-36.89289023
41137,-1,-30.19637146,,,52821,,1.630450804,-4,,,,,,41137,-30.19637146
41145,-4,1.630450804,,,52979,,1.630450804,-8,,,,,,41145,1.630450804
41152,-11,13.04360643,,,53270,,1.630450804,-12,,,,,,41152,13.04360643
41167,-8,59.4835291,,,53587,,1.630450804,7,,,,,,41167,59.4835291
41174,-12,36.89289023,,,53920,,1.630450804,0,,,,,,41174,36.89289023
41185,-18,67.77656714,,,54284,,1.630450804,-79,,,,,,41185,67.77656714
41193,-25,124.5135045,,,11957,,4.611611278,-2,,,,,,41193,124.5135045
41200,-15,203.8063504,,,11970,,4.611611278,-2,,,,,,41200,203.8063504
41208,-9,94.72063213,,,11983,,4.611611278,-2,,,,,,41208,94.72063213
41215,-19,44.0221717,,,11997,,4.611611278,-2,,,,,,41215,44.0221717
41227,-17,135.0324354,,,12024,,4.611611278,-1,,,,,,41227,135.0324354
41234,-5,114.282855,,,12162,,4.611611278,-5,,,,,,41234,114.282855
41242,-5,18.22899415,,,14092,,4.611611278,-18,,,,,,41242,18.22899415
41249,-8,18.22899415,,,14153,,4.611611278,1,,,,,,41249,18.22899415
41258,-4,36.89289023,,,23239,,4.611611278,-11,,,,,,41258,36.89289023
41266,-1,13.04360643,,,23298,,4.611611278,5,,,,,,41266,13.04360643
41273,1,1.630450804,,,23557,,4.611611278,1,,,,,,41273,1.630450804
41286,7,-1.630450804,,,23696,,4.611611278,-4,,,,,,41286,-1.630450804
41294,4,-30.19637146,,,23748,,4.611611278,-1,,,,,,41294,-30.19637146
41301,7,-13.04360643,,,23789,,4.611611278,-1,,,,,,41301,-13.04360643
41309,5,-30.19637146,,,24067,,4.611611278,22,,,,,,41309,-30.19637146
41317,4,-18.22899415,,,25871,,4.611611278,1,,,,,,41317,-18.22899415
41325,-1,-13.04360643,,,26019,,4.611611278,-1,,,,,,41325,-13.04360643
41334,-5,1.630450804,,,26039,,4.611611278,-2,,,,,,41334,1.630450804
41346,-9,18.22899415,,,26048,,4.611611278,-9,,,,,,41346,18.22899415
41353,-11,44.0221717,,,26389,,4.611611278,-4,,,,,,41353,44.0221717
41361,-9,59.4835291,,,26881,,4.611611278,2,,,,,,41361,59.4835291
41371,-9,44.0221717,,,30044,,4.611611278,-4,,,,,,41371,44.0221717
41378,-11,44.0221717,,,30837,,4.611611278,1,,,,,,41378,44.0221717
41385,-15,59.4835291,,,30993,,4.611611278,-1,,,,,,41385,59.4835291
41392,-17,94.72063213,,,31028,,4.611611278,-1,,,,,,41392,94.72063213
41406,-17,114.282855,,,31111,,4.611611278,-1,,,,,,41406,114.282855
41413,-18,114.282855,,,31584,,4.611611278,-1,,,,,,41413,114.282855
41422,-19,124.5135045,,,31725,,4.611611278,-5,,,,,,41422,124.5135045
41440,-21,135.0324354,,,31798,,4.611611278,1,,,,,,41440,135.0324354
41451,-21,156.9049487,,,31985,,4.611611278,0,,,,,,41451,156.9049487
41469,-19,156.9049487,,,32044,,4.611611278,1,,,,,,41469,156.9049487
41476,-19,135.0324354,,,32120,,4.611611278,-5,,,,,,41476,135.0324354
41482,-18,135.0324354,,,32849,,4.611611278,1,,,,,,41482,135.0324354
41490,-15,124.5135045,,,33760,,4.611611278,-2,,,,,,41490,124.5135045
41498,-15,94.72063213,,,33768,,4.611611278,-2,,,,,,41498,94.72063213
41504,-15,94.72063213,,,33775,,4.611611278,-2,,,,,,41504,94.72063213
41510,-14,94.72063213,,,33787,,4.611611278,-2,,,,,,41510,94.72063213
41526,-14,85.4082361,,,33795,,4.611611278,-2,,,,,,41526,85.4082361
41533,-11,85.4082361,,,33805,,4.611611278,-2,,,,,,41533,85.4082361
41542,-8,59.4835291,,,33813,,4.611611278,-4,,,,,,41542,59.4835291
41552,-7,36.89289023,,,37461,,4.611611278,5,,,,,,41552,36.89289023
41561,-2,30.19637146,,,37625,,4.611611278,-9,,,,,,41561,30.19637146
41568,0,4.611611278,,,37924,,4.611611278,-1,,,,,,41568,4.611611278
41574,1,0,,,38336,,4.611611278,-5,,,,,,41574,0
41586,4,-1.630450804,,,38382,,4.611611278,-2,,,,,,41586,-1.630450804
41593,4,-13.04360643,,,38396,,4.611611278,-2,,,,,,41593,-13.04360643
41600,4,-13.04360643,,,38403,,4.611611278,-4,,,,,,41600,-13.04360643
41606,7,-13.04360643,,,38480,,4.611611278,-1,,,,,,41606,-13.04360643
41613,2,-30.19637146,,,38729,,4.611611278,-2,,,,,,41613,-30.19637146
41620,2,-4.611611278,,,38736,,4.611611278,1,,,,,,41620,-4.611611278
41627,1,-4.611611278,,,38786,,4.611611278,-2,,,,,,41627,-4.611611278
41634,8,-1.630450804,,,38792,,4.611611278,-1,,,,,,41634,-1.630450804
41647,7,-36.89289023,,,38854,,4.611611278,-1,,,,,,41647,-36.89289023
41654,-1,-30.19637146,,,39138,,4.611611278,-4,,,,,,41654,-30.19637146
41665,1,1.630450804,,,39282,,4.611611278,-2,,,,,,41665,1.630450804
41672,-1,-1.630450804,,,39296,,4.611611278,0,,,,,,41672,-1.630450804
41680,-2,1.630450804,,,41568,,4.611611278,0,,,,,,41680,1.630450804
41688,5,4.611611278,,,41688,,4.611611278,5,,,,,,41688,4.611611278
41706,1,-18.22899415,,,41870,,4.611611278,-2,,,,,,41706,-18.22899415
41713,0,-1.630450804,,,41886,,4.611611278,-2,,,,,,41713,-1.630450804
41720,4,0,,,41892,,4.611611278,-2,,,,,,41720,0
41728,2,-13.04360643,,,41898,,4.611611278,-1,,,,,,41728,-13.04360643
41739,7,-4.611611278,,,42040,,4.611611278,-7,,,,,,41739,-4.611611278
41746,0,-30.19637146,,,43844,,4.611611278,31,,,,,,41746,-30.19637146
41753,5,0,,,44363,,4.611611278,-11,,,,,,41753,0
41766,7,-18.22899415,,,45022,,4.611611278,-1,,,,,,41766,-18.22899415
41774,4,-30.19637146,,,45254,,4.611611278,-2,,,,,,41774,-30.19637146
41781,7,-13.04360643,,,45260,,4.611611278,-2,,,,,,41781,-13.04360643
41788,7,-30.19637146,,,45267,,4.611611278,-1,,,,,,41788,-30.19637146
41795,4,-30.19637146,,,45281,,4.611611278,-2,,,,,,41795,-30.19637146
41802,7,-13.04360643,,,45288,,4.611611278,-1,,,,,,41802,-13.04360643
41809,5,-30.19637146,,,45308,,4.611611278,-1,,,,,,41809,-30.19637146
41827,2,-18.22899415,,,45324,,4.611611278,-2,,,,,,41827,-18.22899415
41834,1,-4.611611278,,,45330,,4.611611278,-2,,,,,,41834,-4.611611278
41844,0,-1.630450804,,,45337,,4.611611278,-4,,,,,,41844,-1.630450804
41851,0,0,,,45386,,4.611611278,-2,,,,,,41851,0
41856,-1,0,,,45392,,4.611611278,-1,,,,,,41856,0
41862,-2,1.630450804,,,45562,,4.611611278,-1,,,,,,41862,1.630450804
41870,-2,4.611611278,,,45614,,4.611611278,1,,,,,,41870,4.611611278
41886,-2,4.611611278,,,45698,,4.611611278,-2,,,,,,41886,4.611611278
41892,-2,4.611611278,,,45705,,4.611611278,-4,,,,,,41892,4.611611278
41898,-1,4.611611278,,,46281,,4.611611278,15,,,,,,41898,4.611611278
41905,0,1.630450804,,,46884,,4.611611278,-119,,,,,,41905,1.630450804
41911,1,0,,,47799,,4.611611278,-15,,,,,,41911,0
41919,1,-1.630450804,,,47902,,4.611611278,1,,,,,,41919,-1.630450804
41925,4,-1.630450804,,,48404,,4.611611278,-1,,,,,,41925,-1.630450804
41946,2,-13.04360643,,,48567,,4.611611278,-4,,,,,,41946,-13.04360643
41953,0,-4.611611278,,,48684,,4.611611278,-4,,,,,,41953,-4.611611278
41961,1,0,,,48705,,4.611611278,-2,,,,,,41961,0
41968,2,-1.630450804,,,48712,,4.611611278,-4,,,,,,41968,-1.630450804
41974,5,-4.611611278,,,48734,,4.611611278,-2,,,,,,41974,-4.611611278
41982,5,-18.22899415,,,48740,,4.611611278,-1,,,,,,41982,-18.22899415
41988,9,-18.22899415,,,50626,,4.611611278,-11,,,,,,41988,-18.22899415
41995,12,-44.0221717,,,51214,,4.611611278,11,,,,,,41995,-44.0221717
42007,12,-67.77656714,,,52285,,4.611611278,-1,,,,,,42007,-67.77656714
42013,9,-67.77656714,,,52400,,4.611611278,-4,,,,,,42013,-67.77656714
42022,4,-44.0221717,,,52428,,4.611611278,-5,,,,,,42022,-44.0221717
42030,-2,-13.04360643,,,52476,,4.611611278,-1,,,,,,42030,-13.04360643
42040,-7,4.611611278,,,52492,,4.611611278,-1,,,,,,42040,4.611611278
42047,-9,30.19637146,,,52598,,4.611611278,-2,,,,,,42047,30.19637146
42054,-12,44.0221717,,,52604,,4.611611278,-2,,,,,,42054,44.0221717
42067,-14,67.77656714,,,52610,,4.611611278,-4,,,,,,42067,67.77656714
42074,-14,85.4082361,,,52664,,4.611611278,0,,,,,,42074,85.4082361
42080,-14,85.4082361,,,52694,,4.611611278,8,,,,,,42080,85.4082361
42086,-11,85.4082361,,,52928,,4.611611278,1,,,,,,42086,85.4082361
42093,-7,59.4835291,,,53070,,4.611611278,11,,,,,,42093,59.4835291
42101,0,30.19637146,,,53181,,4.611611278,-8,,,,,,42101,30.19637146
42110,2,0,,,11458,,13.04360643,-4,,,,,,42110,0
42126,0,-4.611611278,,,11472,,13.04360643,-4,,,,,,42126,-4.611611278
42133,-18,0,,,11485,,13.04360643,-4,,,,,,42133,0
42141,-19,124.5135045,,,11505,,13.04360643,-1,,,,,,42141,124.5135045
42149,-22,135.0324354,,,12233,,13.04360643,-1,,,,,,42149,135.0324354
42156,-19,168.2448272,,,12596,,13.04360643,21,,,,,,42156,168.2448272
42163,-12,135.0324354,,,17857,,13.04360643,1,,,,,,42163,135.0324354
42170,-9,67.77656714,,,18668,,13.04360643,44,,,,,,42170,67.77656714
42187,-8,44.0221717,,,21436,,13.04360643,-9,,,,,,42187,44.0221717
42194,-18,36.89289023,,,21719,,13.04360643,-5,,,,,,42194,36.89289023
42204,-25,124.5135045,,,22332,,13.04360643,-9,,,,,,42204,124.5135045
42212,-25,203.8063504,,,22497,,13.04360643,9,,,,,,42212,203.8063504
42218,-27,203.8063504,,,23037,,13.04360643,0,,,,,,42218,203.8063504
42225,-21,228.7459141,,,23496,,13.04360643,-4,,,,,,42225,228.7459141
42233,-1,156.9049487,,,23505,,13.04360643,-5,,,,,,42233,156.9049487
42246,21,1.630450804,,,23708,,13.04360643,-4,,,,,,42246,1.630450804
42254,38,-156.9049487,,,23717,,13.04360643,-4,,,,,,42254,-156.9049487
42261,44,-381.929403,,,23725,,13.04360643,-4,,,,,,42261,-381.929403
42269,44,-475.8682328,,,23738,,13.04360643,-2,,,,,,42269,-475.8682328
42275,39,-475.8682328,,,23776,,13.04360643,-2,,,,,,42275,-475.8682328
42284,32,-397.1043182,,,24622,,13.04360643,36,,,,,,42284,-397.1043182
42294,21,-295.1431218,,,26409,,13.04360643,-9,,,,,,42294,-295.1431218
42306,8,-156.9049487,,,27057,,13.04360643,-7,,,,,,42306,-156.9049487
42314,-5,-36.89289023,,,29292,,13.04360643,78,,,,,,42314,-36.89289023
